loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt)
2024-06-17T17:32:17.215+02:00,1718638335.998844,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358303702699852,4.748297934336187,-9999,3948.837768875,-4.570220947265625,1.833419799804688,0.012481689453125,3948.807641875,-0.2836582635823241,-0.05525754523333214,-0.5071389379977733,-4.595626831054688,-6.034282207489014,-4.379201412200928,-0.2571265399456024,-0.9781404733657837,1.126740217208862,XArbitraryZVertical,-0.252027317580278,0.008973311962149183,-0.1299213271991804,0.9589171355582955,-0.04827812314033508,0.4856782853603363,-0.8728034496307373,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.251+02:00,1718638335.998844,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358303702699852,4.748297934336187,-9999,3948.872915875,-1.294586181640625,0.3624420166015625,-0.8524017333984375,3948.867894875,-0.4452464645668209,-0.3475677655696843,-0.4650320891776071,0.1319389194250107,-0.6502429842948914,-0.2135988771915436,-2.16111946105957,0.3165326118469238,0.07359158992767334,XArbitraryZVertical,-0.2585042870866565,-0.1139957611065634,-0.1727513567035455,0.9435768618982585,-0.3044414520263672,0.4484514892101288,-0.8403609991073608,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.286+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3948.908063875,-0.7740020751953125,0.8654022216796875,-1.018081665039062,3948.898021875,-0.4273736464524666,-0.3604791763068625,-0.4946511789126629,-0.2555340528488159,-0.8897485733032227,1.040126919746399,-0.7004361748695374,0.1300879716873169,-0.1172753572463989,XArbitraryZVertical,-0.2722271338741418,-0.1187823125646026,-0.1593924721350683,0.9414761055067099,-0.3104433417320251,0.474724680185318,-0.8235663175582886,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.321+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3948.943210875,-0.5933074951171875,0.271759033203125,-0.9040069580078125,3948.928147875,-0.3922832599588974,-0.3854547214747118,-0.4844645579127065,1.020067691802979,-1.907658457756042,0.6769010424613953,-0.3155552446842194,0.3374117314815521,-0.2164578437805176,XArbitraryZVertical,-0.2671531606806773,-0.1364972568966681,-0.1406308203499327,0.9435150263256399,-0.3327143490314484,0.465734601020813,-0.8199954032897949,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.356+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3948.978358875,-0.4886932373046875,0.098175048828125,-0.8955841064453125,3948.958274875,-0.3719617615373004,-0.4347118383393508,-0.4843977307498912,-0.7987238764762878,-1.831848978996277,0.3393346071243286,-0.2276740968227386,-0.2790299654006958,-0.09060239791870117,XArbitraryZVertical,-0.2688679707673654,-0.1624390307748496,-0.1244610488180604,0.9411870912760837,-0.3726982176303864,0.4656754732131958,-0.8026471734046936,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.391+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.013505875,-0.7518768310546875,0.60162353515625,-0.9062957763671875,3948.988400875,-0.3914955622228962,-0.4987986212649518,-0.5240612722564288,-1.780205845832825,-1.771118760108948,-0.141745999455452,-0.07452255487442017,-0.4022254943847656,-0.1352802515029907,XArbitraryZVertical,-0.2926020583938385,-0.1850191419789263,-0.1193324604926194,0.930543794283954,-0.4141706824302673,0.5004004836082458,-0.7603039145469666,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.427+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.048653875,-0.6207733154296875,0.23358154296875,-0.9175262451171875,3949.018526875,-0.4264907761745685,-0.5663448815709937,-0.5476110071786341,-0.6165645718574524,-1.631331562995911,-0.8294174075126648,-0.2792434394359589,0.06583774089813232,-0.1822555661201477,XArbitraryZVertical,-0.3106756762644012,-0.2079562379669602,-0.1217962321925087,0.9194566560577906,-0.4580917358398438,0.5206490755081177,-0.7204696536064148,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.462+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.083800875,-0.9457855224609375,0.720916748046875,-0.9135284423828125,3949.078779875,-0.5233003085088666,-0.7110129750411807,-0.5711215006193557,-1.584052920341492,-1.20030152797699,-0.8607844710350037,-0.2819629907608032,-0.008105278015136719,-0.2403877377510071,XArbitraryZVertical,-0.3414827221553894,-0.2542918935862787,-0.1379684178967782,0.8942537389089436,-0.549030601978302,0.5405759215354919,-0.6374503374099731,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.497+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.118948875,-0.742767333984375,0.542388916015625,-0.816680908203125,3949.108906875,-0.5794724165556728,-0.7795096133352747,-0.5782299374087305,-1.112393975257874,-1.225156664848328,-1.046663403511047,-0.2367679476737976,0.1547209024429321,-0.2781950235366821,XArbitraryZVertical,-0.3567791968456798,-0.2736669387504457,-0.1494910226839082,0.8806062607621309,-0.5886561870574951,0.5465424656867981,-0.5956300497055054,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.532+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.154095875,-0.779144287109375,0.5843963623046875,-0.7907867431640625,3949.139032875,-0.6353746797329179,-0.8435364777359445,-0.5781594604514932,-1.211412668228149,-0.9661107659339905,-1.130718111991882,-0.1138365268707275,-0.01477575302124023,-0.2034217715263367,XArbitraryZVertical,-0.3696442593034558,-0.2915091113721517,-0.1623100704794077,0.8672029654495051,-0.62558913230896,0.5464834570884705,-0.5567710995674133,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.567+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.189243875,-0.74969482421875,0.6664276123046875,-0.659088134765625,3949.169158875,-0.694567045359579,-0.9028899305292648,-0.5711501304710639,-1.015026926994324,-0.832648754119873,-1.303906679153442,-0.1075454950332642,0.04809927940368652,-0.244949996471405,XArbitraryZVertical,-0.380821427736749,-0.3073344029008843,-0.1782819231625546,0.8536603733716949,-0.6605055332183838,0.5406000018119812,-0.521041214466095,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.602+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.224390875,-0.7362518310546875,0.6053924560546875,-0.7489471435546875,3949.199285875,-0.7477393462379157,-0.9551239288353985,-0.5545469428880057,-0.7084138989448547,-0.7596957683563232,-1.359006524085999,-0.05565375089645386,0.1398693919181824,-0.1681264042854309,XArbitraryZVertical,-0.3877642589984177,-0.3227351917280904,-0.1948487142281318,0.8411389805120925,-0.6940410137176514,0.5265582203865051,-0.4909617602825165,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.637+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.259538875,-0.7199554443359375,0.5644073486328125,-0.660614013671875,3949.229411875,-0.7928336968549011,-0.9989420460557462,-0.5311217899310567,-0.6524114012718201,-0.6641929745674133,-1.367098212242126,-0.0184740424156189,0.1417840123176575,-0.2683175206184387,XArbitraryZVertical,-0.3909735898557428,-0.3373736783356583,-0.2111091695892127,0.829910615689018,-0.7250562310218811,0.5065008997917175,-0.4666373133659363,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.672+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.294685875,-0.6158447265625,0.7936859130859375,-0.477142333984375,3949.289664875,-0.9047486457719248,-1.074069944603191,-0.491507489283138,-1.14632523059845,-0.2598912715911865,-1.420830488204956,0.104040265083313,0.2528980672359467,-0.1213361620903015,XArbitraryZVertical,-0.404911447991835,-0.3549339143723705,-0.2523427403715056,0.8039849906415096,-0.7750760316848755,0.4719554483890533,-0.4201372861862183,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.708+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.329832875,-0.6419830322265625,0.648529052734375,-0.5972137451171875,3949.319790875,-0.9567026610225435,-1.109545811455074,-0.4700252171244068,-0.9591968655586243,-0.4808297157287598,-1.220791459083557,0.20304936170578,0.3158900439739227,-0.1160899996757507,XArbitraryZVertical,-0.4115212675022973,-0.3636597231293058,-0.2716333433205896,0.7903272956229241,-0.7983862161636353,0.4529087543487549,-0.3968037068843842,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.743+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.364980875,-0.68426513671875,0.5872955322265625,-0.619049072265625,3949.349917875,-1.006391454154915,-1.144653017056556,-0.4522928296095485,-1.192850947380066,-0.3245942294597626,-1.146444916725159,0.1532354354858398,0.1838358938694,-0.2438336610794067,XArbitraryZVertical,-0.4196471386530384,-0.3714802014227457,-0.2886748786183527,0.7762509318663755,-0.8190068602561951,0.4370289742946625,-0.3717974722385406,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.778+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.400127875,-0.6817474365234375,0.6467742919921875,-0.5605010986328125,3949.380043875,-1.057475228439028,-1.171851375004087,-0.4354603108190781,-1.034700751304626,-0.05690500140190125,-1.090231537818909,0.1436424255371094,0.1787123382091522,-0.2637871503829956,XArbitraryZVertical,-0.427762253682678,-0.3753957579263363,-0.3072416214728542,0.7626925890486099,-0.8354758620262146,0.4218277931213379,-0.3521949648857117,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.813+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.435275875,-0.64013671875,0.6181488037109375,-0.468841552734375,3949.410170875,-1.096392952677506,-1.187949253349608,-0.4156770697096247,-0.7500830888748169,0.04828221723437309,-0.9766353368759155,0.1668654680252075,0.2429648041725159,-0.2187496721744537,XArbitraryZVertical,-0.4313343016220738,-0.3782525541453339,-0.3240324150883649,0.7522490215704342,-0.8486128449440002,0.4038094282150269,-0.3417514562606812,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.848+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.470422875,-0.63897705078125,0.6093902587890625,-0.421234130859375,3949.440296875,-1.132298732009688,-1.19928287576126,-0.4003463218795467,-0.9326789379119873,0.08619087934494019,-0.7771626114845276,0.2092806100845337,0.2315395176410675,-0.1661834120750427,XArbitraryZVertical,-0.4352006895793701,-0.3787351125221366,-0.3392596545802624,0.7430093803988674,-0.8580995798110962,0.3897373080253601,-0.3343201577663422,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.884+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.505570875,-0.6619415283203125,0.6060028076171875,-0.428741455078125,3949.500549875,-1.206387209686083,-1.223553905987865,-0.3880703506889074,-0.8796260952949524,-0.04067534953355789,-0.4351188838481903,0.2272816896438599,0.2518155872821808,-0.104081392288208,XArbitraryZVertical,-0.4496776364802097,-0.3745522475959758,-0.3644750565048096,0.7243331763041239,-0.8703938126564026,0.3784029483795166,-0.3150012791156769,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
2024-06-17T17:32:17.919+02:00,1718638336.998828,53.22828310613551,10.40335337945213,33.43019,0,0.3079722,-1,-1,3.358711568630311,4.748009438863591,-9999,3949.540717875,-0.7589111328125,0.6135101318359375,-0.4467926025390625,3949.530675875,-1.236293148837449,-1.236637296884814,-0.3853538646837039,-0.7823496460914612,-0.006679940968751907,-0.2971745133399963,0.1733514666557312,0.196332722902298,-0.1304795444011688,XArbitraryZVertical,-0.4568754900529389,-0.3732336113798085,-0.3730317716264949,0.7161065533986117,-0.8754082322120667,0.3758870661258698,-0.3039229214191437,0,0,0,-1,-1,3947.893807375,unknown,2,2024-06-17T17:32:16.271+02:00,2024-06-17T17:02:09.908+02:00,616,1.930575,0,0,497.098,0,0,2024-06-17T17:32:16.271+02:00
