loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2024-04-09T13:03:21.317+02:00,1712660599.998584,53.22969102918199,10.40021009298944,35.26184,0,0.8567376,73.68775718045516,180,3.368683774455826,4.740939428057153,-9999,28666.57125966667,1.594635009765625,-4.153106689453125,0.1790924072265625,28666.53633566667,1.894656075653967,-1.116188722426894,-0.001512776273123824,4.850200653076172,2.936373472213745,-7.384110450744629,2.817301511764526,-0.4684774875640869,0.8831706047058105,XArbitraryZVertical,0.4295616427278748,-0.3097129978038015,0.6889053825307039,0.4949384261326615,-0.8984323740005493,0.001512775663286448,-0.4391092956066132,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.354+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.60618266667,1.76409912109375,-3.075454711914062,0.386566162109375,28666.59620466667,2.074570864064786,-1.081142632384891,0.2814680057126552,0.4336876571178436,1.510753393173218,4.737532615661621,2.305074453353882,-4.219395637512207,0.6584928631782532,XArbitraryZVertical,0.4998901110519807,-0.1555750622450202,0.6942470747376061,0.4938897949436664,-0.8477683663368225,-0.2777661979198456,-0.4518125653266907,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.387+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.64110666667,2.08038330078125,-1.27459716796875,0.0088348388671875,28666.59620466667,2.074570864064786,-1.081142632384891,0.2814680057126552,0.4336876571178436,1.510753393173218,4.737532615661621,2.305074453353882,-4.219395637512207,0.6584928631782532,XArbitraryZVertical,0.4998901110519807,-0.1555750622450202,0.6942470747376061,0.4938897949436664,-0.8477683663368225,-0.2777661979198456,-0.4518125653266907,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.428+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.67602966667,1.911941528320312,-0.48248291015625,0.5839385986328125,28666.65607366667,2.13907544987161,-1.033935260048827,-0.229836214109777,-4.10405969619751,-0.31499183177948,10.0975456237793,2.859106063842773,-1.346683979034424,0.5023103952407837,XArbitraryZVertical,0.3826847462033299,-0.3233516778613609,0.7845810850650907,0.3652786995837701,-0.8367213606834412,0.2278180420398712,-0.4979921579360962,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.457+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.71095366667,2.178939819335938,1.448104858398438,0.8382415771484375,28666.65607366667,2.13907544987161,-1.033935260048827,-0.229836214109777,-4.10405969619751,-0.31499183177948,10.0975456237793,2.859106063842773,-1.346683979034424,0.5023103952407837,XArbitraryZVertical,0.3826847462033299,-0.3233516778613609,0.7845810850650907,0.3652786995837701,-0.8367213606834412,0.2278180420398712,-0.4979921579360962,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.492+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.74587666667,1.234603881835938,5.7149658203125,0.1106414794921875,28666.71594266667,2.261024613601044,-1.033859007901037,-0.9089229767408158,-5.204157829284668,-1.73247754573822,10.34557723999023,2.666049003601074,0.3100805282592773,1.330162644386292,XArbitraryZVertical,0.2390546904225223,-0.5344791106825897,0.7990704150768546,0.1366436819628487,-0.5281094312667847,0.7888422608375549,-0.3143698573112488,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.527+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.78080066667,-0.48529052734375,5.26031494140625,-0.30877685546875,28666.77581166667,3.132793903349475,-0.2701627515142094,-1.250915343231685,3.669697523117065,1.379220724105835,5.078672409057617,-0.1984551846981049,4.564291954040527,0.1145098805427551,XArbitraryZVertical,0.106623824006594,-0.5806097021602841,0.80364916362067,-0.07531078085935665,-0.08392395079135895,0.9492728710174561,-0.3030474781990051,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.562+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.81572466667,-0.513397216796875,3.805435180664062,-1.211441040039062,28666.77581166667,3.132793903349475,-0.2701627515142094,-1.250915343231685,3.669697523117065,1.379220724105835,5.078672409057617,-0.1984551846981049,4.564291954040527,0.1145098805427551,XArbitraryZVertical,0.106623824006594,-0.5806097021602841,0.80364916362067,-0.07531078085935665,-0.08392395079135895,0.9492728710174561,-0.3030474781990051,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.597+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.85064766667,-0.7443084716796875,1.742034912109375,-0.9048004150390625,28666.83568066667,-2.901927655837703,0.01051969837559269,-1.142531735722598,3.289322137832642,-0.02476339042186737,-1.371001958847046,-0.709187388420105,2.252833366394043,-0.7915937304496765,XArbitraryZVertical,0.06024433236529365,-0.5373414018889013,0.8355129228791497,-0.09773908074779362,0.004368673078715801,0.9096878170967102,-0.415269672870636,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.632+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.88557166667,-0.3491973876953125,0.8959503173828125,-0.809295654296875,28666.83568066667,-2.901927655837703,0.01051969837559269,-1.142531735722598,3.289322137832642,-0.02476339042186737,-1.371001958847046,-0.709187388420105,2.252833366394043,-0.7915937304496765,XArbitraryZVertical,0.06024433236529365,-0.5373414018889013,0.8355129228791497,-0.09773908074779362,0.004368673078715801,0.9096878170967102,-0.415269672870636,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.667+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.92049466667,0.0195159912109375,0.974822998046875,-0.7766571044921875,28666.89554966667,-3.043917322711794,-0.08477808731013987,-0.9208358558573657,3.608140230178833,0.9115440249443054,-1.245102763175964,-0.2979549467563629,0.09984254837036133,-0.2063141465187073,XArbitraryZVertical,0.05958987105279933,-0.4415408226952292,0.8930757303315231,-0.06250168734449536,-0.05124244093894958,0.7961077094078064,-0.6029815077781677,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.702+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.95541866667,0.0517578125,0.576690673828125,-0.4476318359375,28666.89554966667,-3.043917322711794,-0.08477808731013987,-0.9208358558573657,3.608140230178833,0.9115440249443054,-1.245102763175964,-0.2979549467563629,0.09984254837036133,-0.2063141465187073,XArbitraryZVertical,0.05958987105279933,-0.4415408226952292,0.8930757303315231,-0.06250168734449536,-0.05124244093894958,0.7961077094078064,-0.6029815077781677,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.736+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28666.99034166667,-0.0238037109375,0.3557281494140625,-0.355499267578125,28666.95541866667,-3.127498500842352,-0.1115251853960756,-0.6571399145183464,5.455886840820312,0.01734147407114506,-1.406669855117798,0.1807676702737808,0.05525225400924683,0.1950422525405884,XArbitraryZVertical,0.05502136895443039,-0.3218085092164471,0.9448833704748489,-0.02464391969991779,-0.08811631053686142,0.6108549237251282,-0.7868238687515259,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.771+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.02526566667,-0.027008056640625,0.2598114013671875,-0.40447998046875,28667.01528766667,3.12481979889207,-0.1207679184816004,-0.3041420636976037,5.541087627410889,0.2461388409137726,-0.9115836620330811,0.1025246381759644,0.05817604064941406,0.5906943678855896,XArbitraryZVertical,0.05838064099055881,-0.1517044312420468,0.9866999019847242,-0.0008669825300830455,-0.1149452924728394,0.2994747161865234,-0.9471549391746521,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.806+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.06018866667,-0.1158599853515625,0.1404571533203125,-0.5491180419921875,28667.01528766667,3.12481979889207,-0.1207679184816004,-0.3041420636976037,5.541087627410889,0.2461388409137726,-0.9115836620330811,0.1025246381759644,0.05817604064941406,0.5906943678855896,XArbitraryZVertical,0.05838064099055881,-0.1517044312420468,0.9866999019847242,-0.0008669825300830455,-0.1149452924728394,0.2994747161865234,-0.9471549391746521,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.842+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.09511266667,-0.07135009765625,-0.0808258056640625,-0.5767059326171875,28667.07515666667,3.086774095825863,-0.09380317996752426,-0.03303492839175442,3.440151929855347,0.7787691354751587,-1.45781421661377,-0.01327324658632278,0.06745022535324097,0.4325910210609436,XArbitraryZVertical,0.04640823696428883,-0.01777708455495504,0.9984101252397993,0.02659788880543479,-0.09361457079648972,0.03302891924977303,-0.9950605034828186,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.876+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.13003641667,0.040283203125,-0.206512451171875,-0.789825439453125,28667.07515666667,3.086774095825863,-0.09380317996752426,-0.03303492839175442,3.440151929855347,0.7787691354751587,-1.45781421661377,-0.01327324658632278,0.06745022535324097,0.4325910210609436,XArbitraryZVertical,0.04640823696428883,-0.01777708455495504,0.9984101252397993,0.02659788880543479,-0.09361457079648972,0.03302891924977303,-0.9950605034828186,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.911+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.16495941667,0.1565093994140625,-0.26971435546875,-0.8619842529296875,28667.13502541667,3.003320203689472,-0.02438187176696804,0.1352845317985724,2.159178972244263,1.335857272148132,-1.50336217880249,0.04026997834444046,-0.05946364998817444,0.2373946905136108,XArbitraryZVertical,0.01680259647422419,0.06658399986278055,0.9951987022881793,0.06974005427730608,-0.02415670081973076,-0.134872242808342,-0.9905684590339661,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
2024-04-09T13:03:21.946+02:00,1712660600.998559,53.22969102918199,10.40021009298944,35.26184,0,0.8512676,73.68775718045516,180,3.369035517964263,4.740689476382535,-9999,28667.19988341667,0.14501953125,-0.2984161376953125,-0.84783935546875,28667.19489441667,2.912346230730548,0.065771436755362,0.2413127798537487,1.468753337860107,1.086316347122192,-1.42909574508667,0.08577748388051987,-0.02940922975540161,0.1175919771194458,XArbitraryZVertical,-0.01866770252908165,0.1232425647844802,0.9861349060219033,0.1095479188915299,0.06381967663764954,-0.2389775812625885,-0.9689255952835083,0,0,0,-1,-1,28665.66823566667,running,2,2024-04-09T13:03:20.413+02:00,2024-04-09T08:50:23.531+02:00,2387,1.337689,0,0,1970.191,2,0,2024-04-09T12:41:02.932+02:00,734353400.4772427,0,42.44,99.4469,1,0.85
