loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2024-05-28T12:28:58.769+02:00,21451.94970791667,-0.0239410400390625,-0.6064453125,-0.80316162109375
2024-05-28T12:28:58.776+02:00,21451.95966991667,-0.0143585205078125,-0.6125640869140625,-0.787841796875
2024-05-28T12:28:58.776+02:00,21451.96963291667,0.0223388671875,-0.6006317138671875,-0.7891387939453125
2024-05-28T12:28:58.777+02:00,21451.97959491667,0.037506103515625,-0.6013946533203125,-0.780609130859375
2024-05-28T12:28:58.777+02:00,21451.98955691667,0.026092529296875,-0.6099700927734375,-0.7705535888671875
2024-05-28T12:28:58.781+02:00,21451.99951991667,0.0240478515625,-0.6150054931640625,-0.7598724365234375
2024-05-28T12:28:58.791+02:00,21452.00948191667,0.0263519287109375,-0.6233062744140625,-0.7555084228515625
2024-05-28T12:28:58.801+02:00,21452.01944391667,0.02008056640625,-0.6241455078125,-0.75982666015625
2024-05-28T12:28:58.811+02:00,21452.02940591667,0.0201263427734375,-0.625579833984375,-0.759857177734375
2024-05-28T12:28:58.821+02:00,21452.03936891667,0.018646240234375,-0.630401611328125,-0.753814697265625
2024-05-28T12:28:58.831+02:00,21452.04933091667,0.025634765625,-0.630584716796875,-0.7488555908203125
2024-05-28T12:28:58.841+02:00,21452.05929291667,0.0416412353515625,-0.6213836669921875,-0.7494049072265625
2024-05-28T12:28:58.851+02:00,21452.06925591667,0.0578765869140625,-0.6103668212890625,-0.7550506591796875
2024-05-28T12:28:58.861+02:00,21452.07921791667,0.0565948486328125,-0.600128173828125,-0.7631072998046875
2024-05-28T12:28:58.871+02:00,21452.08917991667,0.047698974609375,-0.595458984375,-0.7679290771484375
2024-05-28T12:28:58.886+02:00,21452.09914291667,0.0441131591796875,-0.600921630859375,-0.7745513916015625
2024-05-28T12:28:58.902+02:00,21452.10910491667,0.0479583740234375,-0.61346435546875,-0.77685546875
2024-05-28T12:28:58.904+02:00,21452.11906691667,0.0397491455078125,-0.62353515625,-0.77783203125
2024-05-28T12:28:58.911+02:00,21452.12902991667,0.0320587158203125,-0.6272430419921875,-0.7750701904296875
2024-05-28T12:28:58.921+02:00,21452.13899191667,0.023681640625,-0.6291961669921875,-0.77593994140625
2024-05-28T12:28:58.931+02:00,21452.14895391667,0.0297393798828125,-0.6274261474609375,-0.7821044921875
2024-05-28T12:28:58.941+02:00,21452.15891691667,0.026214599609375,-0.633941650390625,-0.7808074951171875
2024-05-28T12:28:58.951+02:00,21452.16887891667,0.0313262939453125,-0.6396026611328125,-0.7731170654296875
2024-05-28T12:28:58.961+02:00,21452.17884091667,0.0385284423828125,-0.6314239501953125,-0.7736358642578125
2024-05-28T12:28:58.971+02:00,21452.18880391667,0.0265655517578125,-0.6255645751953125,-0.778106689453125
2024-05-28T12:28:58.981+02:00,21452.19876591667,0.0197601318359375,-0.6282196044921875,-0.7807769775390625
2024-05-28T12:28:58.991+02:00,21452.20872791667,0.0303497314453125,-0.620513916015625,-0.7939605712890625
