,loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),label
1416,2024-05-28T12:34:28.475+02:00,21781.646898,-0.139556884765625,1.102935791015625,1.389999389648438,
1417,2024-05-28T12:34:28.485+02:00,21781.65686,0.4250335693359375,-0.1831512451171875,-2.157546997070312,
1418,2024-05-28T12:34:28.495+02:00,21781.666823,1.44744873046875,0.6103973388671875,-1.5631103515625,
1419,2024-05-28T12:34:28.505+02:00,21781.676785,2.087265014648438,1.24224853515625,-0.6656951904296875,
1420,2024-05-28T12:34:28.515+02:00,21781.686747,1.023544311523438,0.684844970703125,-1.35430908203125,
1421,2024-05-28T12:34:28.525+02:00,21781.69671,-0.087890625,0.336181640625,-1.097686767578125,
1422,2024-05-28T12:34:28.535+02:00,21781.706672,-0.54681396484375,0.2867584228515625,-0.636810302734375,
1423,2024-05-28T12:34:28.545+02:00,21781.716634,-0.4148101806640625,0.4320068359375,-0.6692962646484375,
1424,2024-05-28T12:34:28.555+02:00,21781.726597,0.1006927490234375,0.636962890625,-0.7037811279296875,
1425,2024-05-28T12:34:28.565+02:00,21781.736559,0.5858917236328125,0.66912841796875,-0.7480316162109375,
1426,2024-05-28T12:34:28.575+02:00,21781.746521,0.8097076416015625,0.60760498046875,-0.59344482421875,
1427,2024-05-28T12:34:28.585+02:00,21781.75648325,0.7932891845703125,0.63177490234375,-0.3166656494140625,
1428,2024-05-28T12:34:28.595+02:00,21781.76644625,0.696746826171875,0.722747802734375,-0.2623138427734375,
1429,2024-05-28T12:34:28.605+02:00,21781.77640825,0.581390380859375,0.757965087890625,-0.368255615234375,
1430,2024-05-28T12:34:28.614+02:00,21781.78637025,0.5158843994140625,0.71832275390625,-0.407623291015625,
1431,2024-05-28T12:34:28.624+02:00,21781.79633325,0.5140533447265625,0.6425628662109375,-0.3425750732421875,
1432,2024-05-28T12:34:28.634+02:00,21781.80629525,0.5319671630859375,0.59075927734375,-0.3277587890625,
1433,2024-05-28T12:34:28.644+02:00,21781.81625725,0.5485687255859375,0.602752685546875,-0.356536865234375,
1434,2024-05-28T12:34:28.654+02:00,21781.82622025,0.550567626953125,0.620361328125,-0.3563385009765625,
1435,2024-05-28T12:34:28.664+02:00,21781.83618225,0.546478271484375,0.6197052001953125,-0.3634796142578125,
1436,2024-05-28T12:34:28.674+02:00,21781.84614425,0.55340576171875,0.6212615966796875,-0.26953125,
1437,2024-05-28T12:34:28.684+02:00,21781.85610625,0.586212158203125,0.6209716796875,-0.1771697998046875,
1438,2024-05-28T12:34:28.694+02:00,21781.86606925,0.638580322265625,0.6180267333984375,-0.15771484375,
1439,2024-05-28T12:34:28.704+02:00,21781.87603125,0.6728057861328125,0.6339569091796875,-0.1604156494140625,
1440,2024-05-28T12:34:28.714+02:00,21781.88599325,0.660400390625,0.6545257568359375,-0.1569671630859375,
1441,2024-05-28T12:34:28.724+02:00,21781.89595625,0.6190338134765625,0.64605712890625,-0.151519775390625,
1442,2024-05-28T12:34:28.734+02:00,21781.90591825,0.577667236328125,0.617156982421875,-0.1508941650390625,
1443,2024-05-28T12:34:28.744+02:00,21781.91588025,0.532135009765625,0.60980224609375,-0.1731109619140625,
1444,2024-05-28T12:34:28.754+02:00,21781.92584325,0.5197906494140625,0.6236724853515625,-0.206329345703125,
1445,2024-05-28T12:34:28.764+02:00,21781.93580525,0.55291748046875,0.6308746337890625,-0.191986083984375,
1446,2024-05-28T12:34:28.774+02:00,21781.94576725,0.5980377197265625,0.6303863525390625,-0.1896209716796875,
1447,2024-05-28T12:34:28.784+02:00,21781.95572925,0.606109619140625,0.644256591796875,-0.2092132568359375,
1448,2024-05-28T12:34:28.794+02:00,21781.96569225,0.5990753173828125,0.6536102294921875,-0.2276153564453125,
1449,2024-05-28T12:34:28.804+02:00,21781.97565425,0.601806640625,0.63671875,-0.210418701171875,
1450,2024-05-28T12:34:28.814+02:00,21781.98561625,0.6168365478515625,0.6209869384765625,-0.2346038818359375,
1451,2024-05-28T12:34:28.824+02:00,21781.99557925,0.6201019287109375,0.6261138916015625,-0.264862060546875,
1452,2024-05-28T12:34:28.834+02:00,21782.00554125,0.6192779541015625,0.6371307373046875,-0.2728729248046875,
1453,2024-05-28T12:34:28.844+02:00,21782.01550325,0.6236114501953125,0.646148681640625,-0.27093505859375,
1454,2024-05-28T12:34:28.854+02:00,21782.02546625,0.64129638671875,0.6385345458984375,-0.2644195556640625,
1455,2024-05-28T12:34:28.864+02:00,21782.03542825,0.6709442138671875,0.619873046875,-0.258087158203125,
1456,2024-05-28T12:34:28.874+02:00,21782.04539025,0.6893157958984375,0.61016845703125,-0.307037353515625,
1457,2024-05-28T12:34:28.883+02:00,21782.05535325,0.700408935546875,0.617950439453125,-0.3664093017578125,
1458,2024-05-28T12:34:28.894+02:00,21782.06531525,0.717437744140625,0.63299560546875,-0.3877410888671875,
1459,2024-05-28T12:34:28.903+02:00,21782.07527725,0.7426910400390625,0.6444244384765625,-0.3973236083984375,
1460,2024-05-28T12:34:28.913+02:00,21782.08523925,0.751617431640625,0.6827392578125,-0.412628173828125,
1461,2024-05-28T12:34:28.923+02:00,21782.09520225,0.7644500732421875,0.6925201416015625,-0.3741455078125,
1462,2024-05-28T12:34:28.933+02:00,21782.10516425,0.7516632080078125,0.6442108154296875,-0.3348846435546875,
1463,2024-05-28T12:34:28.943+02:00,21782.11512625,0.727142333984375,0.6007232666015625,-0.42010498046875,
