,accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),label
241,126116.085573375,-0.9067535400390624,0.1407318115234375,-0.8496246337890625,
242,126116.120495375,-0.8549652099609375,0.3428955078125,-0.8281097412109375,
243,126116.155418375,-0.763275146484375,0.2953948974609375,-0.8318023681640625,
244,126116.190341375,-0.67510986328125,0.516357421875,-0.690185546875,
245,126116.225264375,-0.564300537109375,0.6506500244140625,-0.5908050537109375,
246,126116.260186375,-0.554290771484375,0.615631103515625,-0.6467132568359375,
247,126116.295109375,-0.4507598876953125,0.5653076171875,-0.54876708984375,
248,126116.330032375,-0.44085693359375,0.8648223876953125,-0.371795654296875,
249,126116.364955375,-0.4883270263671875,0.6952056884765625,-0.41156005859375,
250,126116.399877375,-0.5305938720703125,0.7718353271484375,-0.401885986328125,
251,126116.434800375,-0.608642578125,1.009841918945312,-0.3215484619140625,
252,126116.469723375,-0.5498809814453125,0.7197265625,-0.34271240234375,
253,126116.504646375,-0.5571136474609375,0.6680908203125,-0.2920379638671875,
254,126116.539568375,-0.56378173828125,0.776702880859375,-0.38623046875,
255,126116.574491375,-0.5988616943359375,0.52142333984375,-0.41253662109375,
256,126116.609414375,-0.6893768310546875,0.644256591796875,-0.4169464111328125,
257,126116.644337375,-0.7486114501953125,0.8608551025390625,-0.427337646484375,
258,126116.679259375,-0.7740936279296875,0.6632537841796875,-0.2826080322265625,
259,126116.714182375,-0.797210693359375,0.794921875,-0.1755218505859375,
260,126116.749105375,-0.79736328125,0.538482666015625,-0.1824188232421875,
261,126116.784027375,-0.72332763671875,0.4588165283203125,-0.2439117431640625,
262,126116.818950375,-0.703216552734375,0.263641357421875,-0.17108154296875,
263,126116.853873375,-0.78515625,0.498077392578125,-0.1854095458984375,
264,126116.888796375,-0.93267822265625,0.63677978515625,-0.3321990966796875,
265,126116.923718375,-0.9895172119140624,0.5260009765625,-0.3967742919921875,
266,126116.958641375,-0.9715576171875,0.558929443359375,-0.4609375,
267,126116.993564375,-0.93524169921875,0.5618438720703125,-0.4283905029296875,
268,126117.028487375,-0.927825927734375,0.4324493408203125,-0.477935791015625,
269,126117.063409375,-0.8548431396484375,0.35223388671875,-0.4474334716796875,
270,126117.098332375,-0.8732757568359375,0.3703765869140625,-0.4647979736328125,
271,126117.133255375,-0.84100341796875,0.2776336669921875,-0.4951934814453125,
272,126117.168178375,-0.87738037109375,0.2063140869140625,-0.4537200927734375,
273,126117.203100375,-0.8729095458984375,0.3296661376953125,-0.2814483642578125,
274,126117.238023375,-0.91912841796875,0.1006317138671875,-0.3653564453125,
275,126117.272946375,-0.927978515625,0.0319366455078125,-0.3520355224609375,
276,126117.307869375,-0.865814208984375,-0.0594329833984375,-0.341827392578125,
277,126117.342791375,-0.9635162353515624,-0.1300811767578125,-0.348419189453125,
278,126117.377714375,-0.9543609619140624,-0.1774139404296875,-0.4044036865234375,
279,126117.412637375,-0.9036102294921876,-0.258941650390625,-0.56646728515625,
280,126117.447559375,-0.7709197998046875,-0.4156036376953125,-0.552276611328125,
281,126117.482482375,-0.744476318359375,-0.338409423828125,-0.7160491943359375,
282,126117.517405375,-0.785125732421875,-0.291259765625,-0.9993133544921876,
283,126117.552328375,-0.556884765625,-0.4426116943359375,-0.9210052490234376,
284,126117.587250375,-0.4954681396484375,-0.2694549560546875,-1.366958618164062,
285,126117.622173,-0.0605010986328125,-0.1488800048828125,-1.715286254882812,
286,126117.657096,0.4001312255859375,-0.781219482421875,-1.973190307617188,
287,126117.692019,0.0855255126953125,-1.263580322265625,-2.213836669921875,
288,126117.726941,-0.9169464111328124,-1.218673706054688,-1.867141723632812,vorhand
289,126117.761864,-1.053939819335938,-0.753753662109375,-1.410659790039062,
290,126117.796787,-0.3318939208984375,-0.2606964111328125,-0.47772216796875,
291,126117.831709,-0.16998291015625,0.4888763427734375,-0.3669891357421875,
292,126117.866632,-1.490264892578125,0.9569854736328124,-1.380950927734375,
293,126117.901555,-1.996078491210938,0.8744659423828125,-0.8547821044921875,
294,126117.936478,-1.518890380859375,0.6002349853515625,-0.48809814453125,
295,126117.9714,-0.9671630859375,0.3754119873046875,-0.2708892822265625,
296,126118.006323,-0.8144989013671875,0.5272064208984375,-0.0751953125,
297,126118.041246,-0.5854339599609375,0.11016845703125,-0.1163482666015625,
298,126118.076168,-0.4172515869140625,-0.091583251953125,-0.4921112060546875,
299,126118.111091,-0.3037261962890625,-0.155303955078125,-0.6429901123046875,
300,126118.146014,-0.266632080078125,-0.232330322265625,-1.02435302734375,
301,126118.180937,-0.253082275390625,-0.1396484375,-1.14892578125,
302,126118.215859,-0.285675048828125,-0.0828094482421875,-1.246292114257812,
303,126118.250782,-0.240234375,0.0787811279296875,-1.163131713867188,
304,126118.285705,-0.3184661865234375,0.3570556640625,-1.192977905273438,
305,126118.320627,-0.4438934326171875,0.490478515625,-1.188568115234375,
306,126118.35555,-0.515899658203125,0.455841064453125,-1.138671875,
307,126118.390473,-0.5728302001953125,0.4695281982421875,-1.170074462890625,
308,126118.425396,-0.5132598876953125,0.4863739013671875,-0.97149658203125,
309,126118.460318,-0.629364013671875,0.397918701171875,-0.963287353515625,
310,126118.495241,-0.6928253173828125,0.254913330078125,-0.81842041015625,
311,126118.530164,-0.70416259765625,0.271148681640625,-0.96990966796875,
312,126118.565086,-0.70660400390625,0.413299560546875,-1.132553100585938,
313,126118.600009,-0.6895294189453125,0.4718170166015625,-1.144287109375,
314,126118.6349325,-0.5827178955078125,0.474517822265625,-1.0340576171875,
315,126118.6698555,-0.6034088134765625,0.4978790283203125,-0.9431610107421876,
316,126118.7047775,-0.54071044921875,0.5001678466796875,-0.8511505126953125,
317,126118.7397005,-0.43359375,0.5630340576171875,-0.7891998291015625,
318,126118.7746235,-0.21783447265625,0.75653076171875,-0.7075958251953125,
319,126118.8095455,-0.1346893310546875,0.602783203125,-0.5807037353515625,
320,126118.8444685,-0.2794342041015625,0.7593231201171875,-0.543670654296875,
321,126118.8793915,-0.457672119140625,0.356170654296875,-0.57916259765625,
322,126118.9143145,-0.5782928466796875,0.115997314453125,-0.50579833984375,
323,126118.9492365,-0.767913818359375,-0.163116455078125,-0.8990478515625,
324,126118.9841595,-0.854400634765625,-0.4274139404296875,-1.044769287109375,
325,126119.0190825,-1.065872192382812,0.0462646484375,-1.368392944335938,
326,126119.0540045,-0.435760498046875,-0.25,-1.441925048828125,
327,126119.0889275,0.095611572265625,-0.9084930419921876,-1.764251708984375,
328,126119.1238505,-0.1179046630859375,-0.353973388671875,-1.684463500976562,
329,126119.1587725,-1.278076171875,0.6444854736328125,-2.068405151367188,
330,126119.1936955,-1.218109130859375,0.5032958984375,-1.401412963867188,
331,126119.2286185,-0.807281494140625,-0.3974456787109375,-0.3349151611328125,
332,126119.2635415,-0.95013427734375,-0.4544219970703125,0.490936279296875,
333,126119.2984635,-2.0023193359375,-0.04534912109375,-0.10736083984375,rückhand
334,126119.3333865,-2.157958984375,1.374969482421875,-0.8891143798828125,
335,126119.3683095,-1.452728271484375,0.58587646484375,-0.70294189453125,
336,126119.4032315,-0.70941162109375,0.8841705322265625,-0.211669921875,
337,126119.4381545,-0.496063232421875,0.4309844970703125,-0.385009765625,
338,126119.4730775,-0.4346466064453125,0.2928314208984375,-0.401031494140625,
339,126119.5079995,-0.511505126953125,-0.0182342529296875,-0.422576904296875,
340,126119.5429225,-0.5638885498046875,-0.12646484375,-0.4272308349609375,
341,126119.5778455,-0.6319122314453125,0.20880126953125,-0.4509735107421875,
342,126119.6127685,-0.83111572265625,0.175201416015625,-0.8202056884765625,
343,126119.6476906667,-1.043106079101562,0.2577056884765625,-1.058486938476562,
344,126119.6826136667,-0.9400787353515624,0.475860595703125,-1.001785278320312,
345,126119.7175366667,-1.010086059570312,0.458831787109375,-1.081253051757812,
346,126119.7524586667,-0.982147216796875,0.5488739013671875,-1.192901611328125,
347,126119.7873816667,-0.87652587890625,0.44329833984375,-1.04046630859375,
348,126119.8223046667,-0.859588623046875,0.440277099609375,-1.167709350585938,
349,126119.8572266667,-0.764739990234375,0.3914642333984375,-0.968475341796875,
350,126119.8921496667,-0.643096923828125,0.3740386962890625,-0.779937744140625,
351,126119.9270726667,-0.6649627685546875,0.3622589111328125,-0.7675628662109375,
352,126119.9619946667,-0.7376708984375,0.369415283203125,-0.8442535400390625,
353,126119.9969176667,-0.755462646484375,0.37225341796875,-0.68359375,
354,126120.0318406667,-0.681488037109375,0.3457489013671875,-0.5268707275390625,
355,126120.0667636667,-0.6729888916015625,0.433258056640625,-0.4528656005859375,
356,126120.1016856667,-0.814208984375,0.331024169921875,-0.4968414306640625,
357,126120.1366086667,-0.993194580078125,0.415313720703125,-0.5013427734375,
358,126120.1715316667,-0.9722442626953124,0.3665008544921875,-0.2951507568359375,
359,126120.2064536667,-0.8422088623046875,0.224822998046875,-0.232391357421875,
360,126120.2413766667,-0.725433349609375,0.07879638671875,-0.254180908203125,
361,126120.2762996667,-0.6786041259765625,0.236358642578125,-0.423370361328125,
362,126120.3112216667,-0.4856719970703125,0.1533355712890625,-0.6507110595703125,
363,126120.3461446667,-0.3353271484375,-0.1483612060546875,-0.785858154296875,
364,126120.3810676667,-0.27960205078125,-0.1915740966796875,-0.9763031005859376,
365,126120.4159896667,-0.3544158935546875,-0.18853759765625,-1.501022338867188,
366,126120.4509126667,-0.20367431640625,-0.4324493408203125,-1.488265991210938,
367,126120.4858356667,-0.2835845947265625,-0.3882598876953125,-1.5523681640625,
368,126120.5207576667,-0.001190185546875,-0.4363250732421875,-1.761062622070312,
369,126120.5556806667,0.0316009521484375,-0.658050537109375,-1.812240600585938,
370,126120.5906036667,-0.1905975341796875,-0.327667236328125,-1.531524658203125,
371,126120.625525375,-0.5432586669921875,-0.522796630859375,-1.414825439453125,
372,126120.660447375,-0.387237548828125,-0.3125,-0.968353271484375,
373,126120.695370375,-0.0325164794921875,-0.4830169677734375,-0.2893829345703125,
374,126120.730293375,-0.9563751220703124,0.0522308349609375,-1.079269409179688,
375,126120.765215375,-2.577407836914062,0.1613922119140625,-1.560028076171875,
376,126120.800138375,-2.413162231445312,0.1834564208984375,0.0956878662109375,
377,126120.835061375,-1.355697631835938,1.182861328125,-0.3128204345703125,
378,126120.869983375,-1.10748291015625,1.007232666015625,-1.130950927734375,
379,126120.904906375,-0.7897491455078125,0.1428985595703125,-0.103546142578125,
380,126120.939829375,-0.8093414306640625,0.1922149658203125,-0.014129638671875,
381,126120.974751375,-0.6238250732421875,-0.32073974609375,-0.4110870361328125,
382,126121.009674375,-0.4093017578125,-0.333465576171875,-0.7824249267578125,
383,126121.044597375,-0.5571441650390625,-0.0893402099609375,-0.963134765625,
384,126121.079519375,-0.4642181396484375,-0.324493408203125,-1.055450439453125,
385,126121.114442375,-0.5130767822265625,0.0765533447265625,-0.7280426025390625,
386,126121.149365375,-0.6453857421875,0.583831787109375,-0.887786865234375,
387,126121.184287375,-0.4949188232421875,0.655731201171875,-1.246200561523438,
388,126121.219210375,-0.6566619873046875,0.9616851806640624,-1.022064208984375,
389,126121.254133375,-0.649566650390625,1.223770141601562,-1.022598266601562,
390,126121.289055375,-0.5818328857421875,0.9699249267578124,-1.016464233398438,
391,126121.323978375,-0.5828857421875,1.081863403320312,-0.6497344970703125,
392,126121.358901375,-0.4746551513671875,0.988861083984375,-0.5366363525390625,
393,126121.393824375,-0.5159912109375,0.993865966796875,-0.67230224609375,
394,126121.428746375,-0.5172119140625,0.9252471923828124,-0.635986328125,
395,126121.463669375,-0.4491119384765625,0.9871368408203124,-0.7688751220703125,
396,126121.498592375,-0.4570465087890625,1.188888549804688,-0.7097930908203125,
397,126121.533514375,-0.4600677490234375,0.862518310546875,-0.6144256591796875,
398,126121.568437375,-0.54986572265625,1.426895141601562,-0.522247314453125,rückhand
399,126121.603360375,-0.6183624267578125,1.354461669921875,-0.4071197509765625,
400,126121.6382835417,-0.766845703125,0.1512603759765625,-0.4842529296875,
401,126121.6732065417,-0.8952178955078125,-0.278167724609375,-0.3691558837890625,
402,126121.7081295417,-1.395736694335938,-0.3389739990234375,0.0446319580078125,
403,126121.7430515417,-0.9347686767578124,-0.541656494140625,0.180938720703125,
404,126121.7779745417,-0.8641815185546875,-0.6257476806640625,-0.5392608642578125,
405,126121.8128975417,-0.515716552734375,-0.509613037109375,-1.260055541992188,
406,126121.8478195417,-0.26055908203125,-0.211029052734375,-1.690567016601562,
407,126121.8827425417,-0.094482421875,-0.847930908203125,-1.46453857421875,
408,126121.9176655417,0.031005859375,-1.201339721679688,-1.416259765625,
409,126121.9525875417,-0.4327392578125,-1.361953735351562,-1.678451538085938,
410,126121.9875105417,-0.59716796875,-0.686065673828125,-1.982559204101562,
411,126122.0224335417,-0.725006103515625,-0.236236572265625,-2.142105102539062,
412,126122.0573555417,-0.9155426025390624,0.2765655517578125,-1.376510620117188,
413,126122.0922785417,-1.216217041015625,1.003097534179688,-0.4958038330078125,
414,126122.1272015417,-1.544387817382812,0.6773223876953125,0.344818115234375,
415,126122.1621245417,-1.08514404296875,0.4753570556640625,0.71990966796875,
416,126122.1970465417,-1.07305908203125,0.1797943115234375,0.6853485107421875,
417,126122.2319695417,-0.8303985595703125,0.2978973388671875,0.3477783203125,
418,126122.2668925417,-0.7341766357421875,0.3287811279296875,0.1580963134765625,
419,126122.3018145417,-0.6136932373046875,0.1296539306640625,-0.1298370361328125,
420,126122.3367375417,-0.6757354736328125,0.215576171875,-0.546295166015625,
421,126122.3716605417,-0.7755126953125,0.0145111083984375,-0.8971710205078125,
422,126122.4065825417,-0.7090301513671875,0.2015380859375,-1.024337768554688,
423,126122.4415055417,-0.8745574951171875,0.6177825927734375,-1.322540283203125,
424,126122.4764285417,-0.819854736328125,0.329254150390625,-1.342041015625,
425,126122.5113505417,-0.799560546875,0.6799468994140625,-1.25531005859375,
426,126122.5462735417,-1.067794799804688,0.965484619140625,-1.36822509765625,
427,126122.5811965417,-0.79833984375,0.6738739013671875,-1.422775268554688,
428,126122.6161185417,-0.7438812255859375,0.613739013671875,-1.37799072265625,
429,126122.6510415,-0.7487335205078125,0.6759490966796875,-1.166061401367188,
430,126122.6859645,-0.6191558837890625,0.55303955078125,-0.9435882568359376,
431,126122.7208865,-0.558837890625,0.477203369140625,-0.8167266845703125,
432,126122.7558095,-0.498626708984375,0.3617706298828125,-0.6803436279296875,
433,126122.7907325,-0.500823974609375,0.36688232421875,-0.5392303466796875,
434,126122.8256555,-0.6470794677734375,0.4080963134765625,-0.5319366455078125,
435,126122.8605775,-0.6822967529296875,0.3209381103515625,-0.421630859375,
436,126122.8955005,-0.876007080078125,0.38250732421875,-0.4634857177734375,
437,126122.9304235,-0.9988861083984376,0.4007415771484375,-0.4974517822265625,
438,126122.9653455,-1.09033203125,0.46234130859375,-0.4930267333984375,
439,126123.0002685,-1.1431884765625,0.4144439697265625,-0.4514617919921875,
440,126123.0351915,-1.131103515625,0.2900238037109375,-0.4980010986328125,
441,126123.0701135,-0.961883544921875,0.159576416015625,-0.486419677734375,
442,126123.1050365,-0.8861846923828125,0.15618896484375,-0.5455474853515625,
443,126123.1399595,-0.8178253173828125,0.140167236328125,-0.610626220703125,
444,126123.1748815,-0.60443115234375,0.0254669189453125,-0.5755767822265625,
445,126123.2098045,-0.4962005615234375,-0.106414794921875,-0.4860992431640625,
446,126123.2447275,-0.445648193359375,-0.0843963623046875,-0.6066741943359375,
447,126123.2796495,-0.362945556640625,-0.0672760009765625,-0.68756103515625,
448,126123.3145725,-0.317535400390625,-0.157501220703125,-0.605010986328125,
449,126123.3494955,-0.30718994140625,-0.1504669189453125,-0.621978759765625,
450,126123.3844175,-0.6073760986328125,0.281951904296875,-1.266891479492188,
451,126123.4193405,-0.63427734375,0.3362579345703125,-1.5316162109375,
452,126123.4542635,-0.005950927734375,0.0025482177734375,-1.235427856445312,
453,126123.4891855,-0.1041717529296875,0.0303192138671875,-1.446502685546875,
454,126123.5241085,-0.1374664306640625,-0.0765838623046875,-1.390716552734375,
455,126123.5590315,-0.030548095703125,-0.2087554931640625,-1.430740356445312,
456,126123.5939535,0.0388946533203125,-0.2344818115234375,-1.190933227539062,
457,126123.628875875,-0.0288848876953125,-0.032135009765625,-1.167465209960938,
458,126123.663798875,-0.222137451171875,0.003753662109375,-1.259552001953125,
459,126123.698721875,-0.1658172607421875,0.0196533203125,-0.781097412109375,
460,126123.733643875,0.0767974853515625,-0.32354736328125,-0.884368896484375,
461,126123.768566875,-0.384185791015625,-0.5272216796875,-1.271438598632812,
462,126123.803489875,-1.585723876953125,0.0843505859375,-0.872772216796875,
463,126123.838411875,-2.672882080078125,-0.285491943359375,-1.184112548828125,
464,126123.873334875,-1.820541381835938,0.1311492919921875,-0.49493408203125,
465,126123.908257875,-0.90478515625,0.85546875,-0.0574493408203125,
466,126123.943179875,-1.249465942382812,-0.7706451416015625,-0.818359375,
467,126123.978102875,-1.193374633789062,-0.8185272216796875,-0.4236907958984375,
468,126124.013025875,-0.726409912109375,-0.8974151611328125,-0.9042510986328124,
469,126124.047947875,-0.446136474609375,-1.0662841796875,-1.598541259765625,
470,126124.082870875,0.2717132568359375,-1.121612548828125,-0.9748992919921876,
471,126124.117793875,1.162368774414062,-0.7755279541015625,-0.279998779296875,
472,126124.152715875,0.90924072265625,0.05487060546875,-0.022735595703125,
473,126124.187638875,0.7704010009765625,0.2606964111328125,-0.3066558837890625,
474,126124.222561875,-0.13897705078125,0.5894775390625,-0.8727264404296875,
475,126124.257483875,-0.52899169921875,0.238983154296875,-0.9255218505859376,
476,126124.292406875,-0.9660797119140624,0.0923004150390625,-1.020492553710938,
477,126124.327329875,-1.273269653320312,0.9908447265625,-1.408767700195312,
478,126124.362251875,-0.9552459716796876,0.6840667724609375,-1.2557373046875,
479,126124.397174875,-0.7581329345703125,0.638519287109375,-1.298019409179688,
480,126124.432097875,-0.5607452392578125,0.5228729248046875,-1.292892456054688,
481,126124.467019875,-0.2447509765625,0.38348388671875,-0.5612335205078125,
482,126124.501942875,0.1025390625,0.3994293212890625,-0.487518310546875,
483,126124.536865875,-0.179443359375,0.8085479736328125,-0.4931182861328125,
484,126124.571787875,-0.233184814453125,1.23101806640625,-0.415740966796875,
485,126124.606710875,-0.0345916748046875,0.8233489990234375,-0.425811767578125,
486,126124.6416327917,-0.174407958984375,1.073440551757812,-0.230010986328125,
487,126124.6765547917,-0.2806396484375,0.99700927734375,-0.3410491943359375,
488,126124.7114777917,-0.0849761962890625,0.8096160888671875,-0.470977783203125,
489,126124.7464007917,-0.0065155029296875,0.567047119140625,-0.388916015625,
490,126124.7813237917,-0.21771240234375,0.4015350341796875,-0.3331451416015625,
491,126124.8162457917,-0.35015869140625,0.3552703857421875,-0.3417205810546875,
492,126124.8511687917,-0.5526885986328125,0.40972900390625,-0.1065826416015625,
493,126124.8860917917,-0.77069091796875,0.5057525634765625,0.146728515625,
494,126124.9210137917,-1.092941284179688,0.5870361328125,-0.0411834716796875,
495,126124.9559367917,-1.024703979492188,0.6187286376953125,0.0579376220703125,
496,126124.9908597917,-0.9591064453125,0.8521575927734375,0.195556640625,
497,126125.0257817917,-0.884674072265625,0.7459869384765625,-0.040802001953125,
498,126125.0607047917,-0.7911376953125,0.8147430419921875,-0.0895843505859375,
499,126125.0956277917,-0.678375244140625,0.850738525390625,-0.1241912841796875,
500,126125.1305497917,-0.6220703125,0.8492431640625,-0.21649169921875,
501,126125.1654727917,-0.6786651611328125,1.03216552734375,-0.3610382080078125,
502,126125.2003957917,-0.8137359619140625,1.09088134765625,-0.3058013916015625,
503,126125.2353177917,-0.6958160400390625,0.75189208984375,-0.232635498046875,
504,126125.2702407917,-0.8495025634765625,0.909576416015625,-0.1612548828125,
505,126125.3051637917,-1.030014038085938,0.739227294921875,-0.091644287109375,
506,126125.3400857917,-0.855499267578125,0.662384033203125,-0.0189971923828125,
507,126125.3750087917,-0.90350341796875,0.760833740234375,-0.0031585693359375,
508,126125.4099317917,-0.990753173828125,1.0120849609375,0.0985107421875,
509,126125.4448537917,-0.8284759521484375,0.9788055419921876,-0.4370574951171875,
510,126125.4797767917,-0.641204833984375,0.9693603515625,-0.3444061279296875,
511,126125.5146997917,-0.3893280029296875,0.159027099609375,-0.5831756591796875,
512,126125.5496217917,-0.4400482177734375,0.6204376220703125,-0.6559295654296875,
513,126125.5845447917,-0.7666015625,0.0151824951171875,-0.758819580078125,
514,126125.6194677917,-1.163299560546875,0.27655029296875,-1.406265258789062,
515,126125.6543915,-1.069412231445312,-0.0001220703125,-1.389556884765625,
516,126125.6893135,-0.9383544921875,0.0665283203125,-1.261306762695312,
517,126125.7242365,-0.6717376708984375,0.2021331787109375,-1.32147216796875,
518,126125.7591585,-0.565948486328125,0.1778106689453125,-1.177658081054688,
519,126125.7940815,-0.5003662109375,0.2634429931640625,-1.246826171875,
520,126125.8290045,-0.47442626953125,0.2282562255859375,-1.244277954101562,
521,126125.8639275,-0.385589599609375,0.3574981689453125,-1.157913208007812,
522,126125.8988495,-0.304840087890625,0.203369140625,-1.283721923828125,
523,126125.9337725,-0.270599365234375,0.3125762939453125,-1.073501586914062,
524,126125.9686955,-0.2294158935546875,0.2269439697265625,-0.9486083984375,
525,126126.0036175,-0.084228515625,0.02239990234375,-0.8122100830078125,
526,126126.0385405,-0.052490234375,-0.0511016845703125,-0.73193359375,
527,126126.0734635,0.021270751953125,0.1008453369140625,-0.5963592529296875,
528,126126.1083855,0.0905303955078125,-0.1181488037109375,-0.5062713623046875,
529,126126.1433085,0.1807861328125,-0.1822357177734375,-0.4917755126953125,
530,126126.1782315,0.279449462890625,-0.161346435546875,-0.5738983154296875,
531,126126.2131535,0.258697509765625,-0.246612548828125,-0.6012420654296875,
532,126126.2480765,0.3212738037109375,-0.2899017333984375,-0.67181396484375,
533,126126.2829995,0.216217041015625,-0.3484954833984375,-0.6797943115234375,
